PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
BP,Building Permit,2008-019414 BP,R- 645 Demolition One Family Homes,Demolition,No,2109 MELRIDGE PL,demo sf residence,0103061901,,2008/03/14,2008/03/28,FRIDAY,2008,2008,No,Permit Center,Final,2008/10/29,2008/10/29,2336,,,,$10080.00,1,1,,,,,,,,,,,2109 MELRIDGE PL,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10126656,10126656,30.25766486,-97.77273027,"(30.25766486, -97.77273027)"
BP,Building Permit,2014-023307 BP,R- 645 Demolition One Family Homes,Demolition,No,3208 SUNNY LN,Total demo of home  Circa 1950,0128020314,,2014/03/05,2014/05/21,WEDNESDAY,2014,2014,No,Permit Center,Active,2016/05/21,,2357,,,,$9000.00,1,1,,,,,,,,,,,3208 SUNNY LN,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11102805,11102805,30.33120735,-97.75866363,"(30.33120735, -97.75866363)"
BP,Building Permit,2012-115863 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,2717 S LAMAR BLVD,Total demolition of a 1story 2452sqft concrete building,0403100804,LOT 1  2 BLK A CYPRESS  LAMARMANCHACA RESUB,2012/11/14,2012/11/16,FRIDAY,2012,2013,No,Permit Center,Final,2015/06/09,2015/06/09,0,,,,$0.00,1,0,,,,,,,,,,,2717 S LAMAR BLVD,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10859955,10859955,30.24339353,-97.78058761,"(30.24339353, -97.78058761)"
BP,Building Permit,2010-014871 BP,R- 645 Demolition One Family Homes,Demolition,No,1604 BAUERLE AVE,Demolish a circa 1948 1 story 816 square foot single family residence,0100060917,Lot 32 Block   Subdivision,2010/02/16,2010/03/11,THURSDAY,2010,2010,No,Permit Center,Final,2010/06/25,2010/06/25,816,,,,$20000.00,1,1,,,,,,,,,,,1604 BAUERLE AVE,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10403692,10403692,30.25173117,-97.7690924,"(30.25173117, -97.7690924)"
BP,Building Permit,2013-067379 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,2402 DEL CURTO RD,Total demo of detached carport  Carport was demolished by wind storm January 2013,0401070224,Lot 1 Block A Subdivision SOUTHWEST TERRACE ANNEX,2013/06/28,2013/06/28,FRIDAY,2013,2013,No,Permit Center,Final,2013/07/05,2013/07/05,0,,,,$0.00,1,1,,,,,,,,,,,2402 DEL CURTO RD,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10973217,10973217,30.24542576,-97.77616238,"(30.24542576, -97.77616238)"
BP,Building Permit,2010-081608 BP,R- 645 Demolition One Family Homes,Demolition,No,6202 KASPER ST,Repermitting for expired permit number 2010014262BP  Demolish a circa 1948 1 story 816 square foot single family residence  ALREADY DEMOLISHED,0308140712,Lot 10 Block   Subdivision PORCH ADDITION,2010/09/21,2010/09/23,THURSDAY,2010,2010,No,Permit Center,Final,2010/09/27,2010/09/27,816,,,,$0.00,1,1,,,,,,,,,,,6202 KASPER ST,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10493678,10493678,30.22652198,-97.70385618,"(30.22652198, -97.70385618)"
BP,Building Permit,2015-054508 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3105 SCENIC DR,Complete demolition of existing roofed patio structure,0121060704,Lot 4 Block A Subdivision,2015/05/04,2015/07/24,FRIDAY,2015,2015,No,Permit Center,Active,2017/07/24,,0,,,,$5000.00,1,1,,,,,,,,,,,3105 SCENIC DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11346790,11346790,30.30977321,-97.76822844,"(30.30977321, -97.76822844)"
BP,Building Permit,2012-123941 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1806 W 11TH ST,Demolish detached garage,0111040817,023 AC OF ORIG LOT 7 BLK 13 MAAS ADDN,2012/12/13,2012/12/13,THURSDAY,2012,2013,No,Permit Center,Final,2013/01/30,2013/01/30,240,,,,$2000.00,1,0,,,,,,,,,,,1806 W 11TH ST,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10870549,10870549,30.28214647,-97.76357534,"(30.28214647, -97.76357534)"
BP,Building Permit,2012-063658 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,5304 N LAMAR BLVD,Total demolition of a 19435sf metal and stucco building,0226070534,Lot 1 Block A Subdivision BEDNAR ADDITION IIIRESUBDIVISION,2012/06/22,2012/06/26,TUESDAY,2012,2012,No,Permit Center,Expired,2013/03/13,,0,,,,$10000.00,1,0,,,,,,,,,,,5304 N LAMAR BLVD,AUSTIN,TX,78751,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10787651,10787651,30.32196054,-97.72951226,"(30.32196054, -97.72951226)"
BP,Building Permit,2012-038383 BP,R- 645 Demolition One Family Homes,Demolition,No,3501 PICKLE DR,Demolish a residence moved onto the property in 1953  1 story 1017 square foot  SMART HOUSING,0206150417,Lot 4 Block   Subdivision CLARA PICKLE SUBDIVISION RESUB OF LOTS 68 BLK 2,2012/04/09,2012/04/24,TUESDAY,2012,2012,No,Permit Center,Final,2012/06/15,2012/06/15,1017,,,,$5000.00,1,1,,,,,,,,,,,3501 PICKLE DR,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10753485,10753485,30.26688495,-97.6985744,"(30.26688495, -97.6985744)"
BP,Building Permit,2008-051142 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,94 RED RIVER ST BLDG A,demolition of 2150 sf structure,0203030606,Lot   Block 4 Subdivision,2008/07/01,2008/07/03,THURSDAY,2008,2008,No,Permit Center,Expired,2008/12/30,,0,,,,$5000.00,1,1,,,,,,,,,,,94 RED RIVER ST BLDG A,AUSTIN,TX,78701,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10166440,10166440,30.26079079,-97.73944701,"(30.26079079, -97.73944701)"
BP,Building Permit,2011-021304 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,4314 BELLVUE AVE,Demolish detached garage,0222030610,Lot 9 Block   Subdivision ALTA VISTA,2011/03/03,2011/04/06,WEDNESDAY,2011,2011,No,Permit Center,Final,2011/07/27,2011/07/27,470,,,,$0.00,1,0,,,,,,,,,,,4314 BELLVUE AVE,AUSTIN,TX,78756,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10560976,10560976,30.31303392,-97.74082595,"(30.31303392, -97.74082595)"
BP,Building Permit,2010-095114 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,2201 TOWNES LN,Demolish a circa 1948 1 story 440 square foot detached garage,0116030406,Lot 112 Block   Subdivision,2010/10/22,2010/12/09,THURSDAY,2010,2011,No,Permit Center,Final,2011/01/11,2011/01/11,440,,,,$1200.00,1,0,,,,,,,,,,,2201 TOWNES LN,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10511161,10511161,30.29613645,-97.76215693,"(30.29613645, -97.76215693)"
BP,Building Permit,2008-023876 BP,R- 645 Demolition One Family Homes,Demolition,No,2305 HORN LN,demo sf residence See 2012022972,0115041201,Lot 122 Block   Subdivision TARRYTOWN PLACE,2008/03/25,2008/04/03,THURSDAY,2008,2008,No,Permit Center,VOID,2008/09/30,,0,,,,$5000.00,1,1,,,,,,,,,,,2305 HORN LN,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10132619,10132619,30.29236215,-97.76458375,"(30.29236215, -97.76458375)"
BP,Building Permit,2014-135217 BP,R- 645 Demolition One Family Homes,Demolition,No,1129 LOTT AVE,total demo sf res and any and all structures on property,0208210652,Lot 6 Block 3 Subdivision,2014/12/17,2014/12/30,TUESDAY,2014,2015,No,Permit Center,Active,2016/12/30,,695,,,,$3000.00,1,1,,,,,,,,,,,1129 LOTT AVE,AUSTIN,TX,78721,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11268178,11268178,30.27242037,-97.68105884,"(30.27242037, -97.68105884)"
BP,Building Permit,2011-089287 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,6704 CANAL ST,Demolish a 592 square foot detached carport  SMART HOUSING,0308160430,Lot   Block 13 Subdivision,2011/09/27,2011/10/17,MONDAY,2011,2012,No,Permit Center,Final,2011/12/30,2011/12/30,592,,,,$0.00,1,0,,,,,,,,,,,6704 CANAL ST,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10659385,10659385,30.22727692,-97.69736501,"(30.22727692, -97.69736501)"
BP,Building Permit,2008-039435 BP,R- 645 Demolition One Family Homes,Demolition,No,4604 AVENUE H,Demolish a circa 1956 756 square foot 1 story single family residence,0221080611,Lot 9 Block 13 Subdivision HYDE PARK ANNEX  1898,2008/05/14,2008/08/08,FRIDAY,2008,2008,No,Permit Center,Withdrawn,2009/02/04,2009/09/02,756,,,,$44.00,1,1,,,,,,,,,,,4604 AVENUE H,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10152008,10152008,30.3097708,-97.72436358,"(30.3097708, -97.72436358)"
BP,Building Permit,2008-059310 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3107 E CESAR CHAVEZ ST,Demolish a 1518 square foot detached garageshed including foundation and terminating any connecting utilities,0200120102,ACR 2954 OF OLT 65 DIVISION O,2008/07/11,2008/07/29,TUESDAY,2008,2008,No,Permit Center,Final,2008/12/09,2008/12/09,1518,,,,$5000.00,1,1,,,,,,,,,,,3107 E CESAR CHAVEZ ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10176459,10176459,30.25160534,-97.70976572,"(30.25160534, -97.70976572)"
BP,Building Permit,2011-083256 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,813 COLUMBUS ST,Demolish detached shed and wood deck,0101010603,Lot 2 Block 3 Subdivision LINSCOMB SUSIE CATER SUBDN,2011/09/15,2011/09/15,THURSDAY,2011,2011,No,Permit Center,Final,2011/11/14,2011/11/14,444,,,,$500.00,1,0,,,,,,,,,,,813 COLUMBUS ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10651046,10651046,30.25431093,-97.75620592,"(30.25431093, -97.75620592)"
BP,Building Permit,2012-001970 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,805 JESSIE ST,Demolish a circa 1938 1 story 324 square foot detached garage,0103030310,Lot 31 Block   Subdivision OKIE HEIGHTS,2011/12/15,2012/03/19,MONDAY,2012,2012,No,Permit Center,Final,2012/03/20,2012/03/20,324,,,,$0.00,1,0,,,,,,,,,,,805 JESSIE ST,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10702589,10702589,30.25805321,-97.76204638,"(30.25805321, -97.76204638)"
BP,Building Permit,2014-049210 BP,R- 645 Demolition One Family Homes,Demolition,No,3108 E 51ST ST,Total demo of home  Circa 1959,0217220229,ABS 795 SUR 24 WHATLEY S J ACR 73150,2014/05/07,2014/05/16,FRIDAY,2014,2014,No,Permit Center,Final,2014/11/14,2014/11/14,2313,,,,$4000.00,1,1,,,,,,,,,,,3108 E 51ST ST,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11146463,11146463,30.29605574,-97.68165809,"(30.29605574, -97.68165809)"
BP,Building Permit,2011-043446 BP,R- 645 Demolition One Family Homes,Demolition,No,2601 WOOLDRIDGE DR,Demolish a circa 1941 15 story 4540 square foot single family residence,0116000605,Lot 1 Block   Subdivision PEMBERTON HEIGHTS  SEC 4,2011/03/15,2011/05/19,THURSDAY,2011,2011,No,Permit Center,Final,2011/08/10,2011/08/10,4540,,,,$8000.00,2,1,,,,,,,,,,,2601 WOOLDRIDGE DR,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10593923,10593923,30.29434358,-97.7508203,"(30.29434358, -97.7508203)"
BP,Building Permit,2010-042122 BP,R- 645 Demolition One Family Homes,Demolition,No,1801 RIVERVIEW ST,Demolish a circa 1941 1 story 925 square foot single family residence rock walls will remain and be used as garden  landscape walls for new residence,0201060514,Lot 2 Block   Subdivision CITY OF AUSTIN,2009/12/18,2010/05/17,MONDAY,2010,2010,No,Permit Center,Final,2010/09/30,2010/09/30,925,,,,$0.00,1,1,,,,,,,,,,,1801 RIVERVIEW ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10440239,10440239,30.25178264,-97.7281575,"(30.25178264, -97.7281575)"
BP,Building Permit,2015-015149 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1008 MERIDEN LN,Total demo detached garage  Circa 1948,0112050112,Lot 37 Block   Subdivision MARLTON PLACE  SEC 2,2014/10/23,2015/02/10,TUESDAY,2015,2015,No,Permit Center,Final,2015/05/27,2015/05/27,660,,,,$0.00,1,1,,,,,,,,,,,1008 MERIDEN LN,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11291735,11291735,30.28369132,-97.76943809,"(30.28369132, -97.76943809)"
BP,Building Permit,2010-051683 BP,R- 645 Demolition One Family Homes,Demolition,No,7814 BURLESON RD,Demolish a single family residence,0322180107,Lot 5 Block   Subdivision ALVIN BENNER SUBDIVISION AMENDED PLAT OF LOT 123  TRACT A,2010/05/07,2010/06/15,TUESDAY,2010,2010,No,Permit Center,Final,2010/07/14,2010/07/14,2295,,,,$7500.00,1,1,,,,,,,,,,,7814 BURLESON RD,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10452254,10452254,30.18878188,-97.6943723,"(30.18878188, -97.6943723)"
BP,Building Permit,2015-055564 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,2510 QUARRY RD,Total demo of carport,0113060516,Lot 3 Block   Subdivision WESTFIELD A,2015/05/11,2015/05/22,FRIDAY,2015,2015,No,Permit Center,Final,2015/06/01,2015/06/01,0,,,,$0.00,1,1,,,,,,,,,,,2510 QUARRY RD,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11347984,11347984,30.28761068,-97.77178373,"(30.28761068, -97.77178373)"
BP,Building Permit,2008-074690 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,2709 WHELESS LN,Demolish a fire damaged accessory structure Circa 1947 1 story 600 square foot,0222210115,866X24357FT ABS 258 SUR 26 ELDRIDGE T,2008/09/10,2008/09/29,MONDAY,2008,2008,No,Permit Center,Final,2014/08/26,2014/08/26,600,,,,$5000.00,1,1,,,,,,,,,,,2709 WHELESS LN,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10195060,10195060,30.30839839,-97.67974667,"(30.30839839, -97.67974667)"
BP,Building Permit,2009-001231 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1820 SPILLMAN ST,Repermitting for previous demolition permit that expired Demolition work of the detached structure was completed but the job failed to receive the required inspections This permit is to remedy the expired permit situation and have the job receive the required inspections,0102051409,Lot 3A Block C Subdivision SOUTH LUND SOUTH RESUB OF LOTS 5  6 BLK C,2009/01/08,2009/01/08,THURSDAY,2009,2009,No,Permit Center,Final,2009/03/11,2009/03/11,242,,,,$1000.00,1,0,,,,,,,,,,,1820 SPILLMAN ST,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10225551,10225551,30.25667443,-97.76941416,"(30.25667443, -97.76941416)"
BP,Building Permit,2011-005510 BP,R- 645 Demolition One Family Homes,Demolition,No,5606 BAYTON LOOP,Demolish a circa 1973 1 story 1744 square foot single family residence,0412150445,Lot 12 Block T Subdivision CHERRY CREEK PHASE 2 SEC 5,2011/01/21,2011/01/21,FRIDAY,2011,2011,No,Permit Center,Final,2012/08/24,2012/08/24,1744,,,,$7300.00,1,1,,,,,,,,,,,5606 BAYTON LOOP,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10538796,10538796,30.22152258,-97.80830967,"(30.22152258, -97.80830967)"
BP,Building Permit,2011-054548 BP,R- 645 Demolition One Family Homes,Demolition,No,2402 ROCKMOOR AVE,Demolish a circa 1956 1 story 2962 square foot single family residence,0119080403,Lot 8 Block   Subdivision SWEETBRUSH,2011/06/08,2011/06/23,THURSDAY,2011,2011,No,Permit Center,VOID,2011/12/20,,2962,,,,$0.00,1,1,,,,,,,,,,,2402 ROCKMOOR AVE,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10610213,10610213,30.30249424,-97.77820023,"(30.30249424, -97.77820023)"
BP,Building Permit,2008-073206 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1705 NEWNING AVE,Demolish detached garage,0302020502,Lot 5 Block 12L Subdivision,2008/09/08,2008/09/16,TUESDAY,2008,2008,No,Permit Center,Final,2009/02/03,2009/02/03,369,,,,$5000.00,1,1,,,,,,,,,,,1705 NEWNING AVE,AUSTIN,,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10193309,10193309,30.24546697,-97.74657116,"(30.24546697, -97.74657116)"
BP,Building Permit,2015-151772 BP,R- 645 Demolition One Family Homes,Demolition,No,7611 LADYBUG ST,total demo of home  city of Austin buyout,0430000334,LOT 10 BLK G YARRABEE BEND SEC 4,2015/12/21,2015/12/28,MONDAY,2015,2016,No,Permit Center,Active,2017/12/28,,1600,,,,$7500.00,1,1,,,,,,,,,,,7611 LADYBUG ST,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11463211,11463211,30.16792467,-97.75053318,"(30.16792467, -97.75053318)"
BP,Building Permit,2013-118012 BP,R- 645 Demolition One Family Homes,Demolition,No,2703 ZARAGOSA ST,Total demo of house  Circa 1960,0204120304,Lot 9 Block 2 Subdivision IP JONES SUBD,2013/11/01,2013/11/13,WEDNESDAY,2013,2014,No,Permit Center,Final,2014/06/05,2014/06/05,720,,,,$3000.00,1,1,,,,,,,,,,,2703 ZARAGOSA ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11047571,11047571,30.2637128,-97.71045694,"(30.2637128, -97.71045694)"
BP,Building Permit,2013-021113 BP,R- 645 Demolition One Family Homes,Demolition,No,3204 MERRIE LYNN AVE,Total demo of extisting single family residence,0214120635,Lot 35 Block B Subdivision A N MCQUOWN SUBDN,2013/02/27,2013/03/29,FRIDAY,2013,2013,No,Permit Center,Final,2013/07/22,2013/07/22,0,,,,$0.00,1,1,,,,,,,,,,,3204 MERRIE LYNN AVE,AUSTIN,TX,78722,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10907754,10907754,30.28588197,-97.7124025,"(30.28588197, -97.7124025)"
BP,Building Permit,2012-037966 BP,R- 645 Demolition One Family Homes,Demolition,No,2305 W 12TH ST,Demolish a circa 1952 1 story 1132 square foot single family residence,0112050203,W 39 FT OF LOT 59  E 26 FT OF LOT 60 MARLTON PLACE SEC 2,2012/04/02,2012/04/19,THURSDAY,2012,2012,No,Permit Center,Final,2012/04/25,2012/04/25,1132,,,,$7600.00,1,1,,,,,,,,,,,2305 W 12TH ST,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10752995,10752995,30.28526157,-97.76970378,"(30.28526157, -97.76970378)"
BP,Building Permit,2014-086326 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,708 FLETCHER ST,Total demo of structure located in rear,0402030620,Lot   Block 2 Subdivision BAWCOM,2014/08/11,2014/09/08,MONDAY,2014,2014,No,Permit Center,Final,2014/12/17,2014/12/17,1144,,,,$9500.00,1,1,,,,,,,,,,,708 FLETCHER ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11199384,11199384,30.24413228,-97.76046257,"(30.24413228, -97.76046257)"
BP,Building Permit,2009-022126 BP,R- 645 Demolition One Family Homes,Demolition,No,1300 HYMAN LN,Demolish a circa 1968 1 story 1445 square foot single family residence and a 100 square foot detached shed Clear entire lot,0310260301,Lot 29 Block   Subdivision,2009/03/24,2009/03/25,WEDNESDAY,2009,2009,No,Permit Center,Expired,2009/11/01,,1968,,,,$500.00,1,1,,,,,,,,,,,1300 HYMAN LN,AUSTIN,TX,78742,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10249790,10249790,30.225664,-97.67216985,"(30.225664, -97.67216985)"
BP,Building Permit,2015-112585 BP,R- 646 Demolition Two Family Bldgs,Demolition,No,1921 E 38TH HALF ST,total demo of duplex  Circa 1958,0214130637,LOT 1 MANOR HILL ADDN RESUB OF BLK F  PART OF BLK A,2015/09/02,2015/10/27,TUESDAY,2015,2016,No,Permit Center,Active,2017/10/27,,1196,,,,$5000.00,1,1,,,,,,,,,,,1921 E 38TH HALF ST,AUSTIN,TX,78723,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11417351,11417351,30.28900906,-97.7058175,"(30.28900906, -97.7058175)"
BP,Building Permit,2008-064545 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1311 ELTON LN,Demolish a detached shedcarport,0112050403,Lot 7 Block   Subdivision WESTFIELD A,2008/08/07,2008/08/18,MONDAY,2008,2008,No,Permit Center,Final,2009/08/06,2009/08/06,500,,,,$500.00,1,1,,,,,,,,,,,1311 ELTON LN,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10182793,10182793,30.2870803,-97.76891707,"(30.2870803, -97.76891707)"
BP,Building Permit,2010-060210 BP,R- 645 Demolition One Family Homes,Demolition,No,1605 S 2ND ST,Demolish a circa 1937 1 story 554 square foot single family residence,0101011204,Lot 1 Block   Subdivision AJ WILSON SUBDIVISION NO 1,2010/07/06,2010/07/16,FRIDAY,2010,2010,No,Permit Center,Final,2010/07/30,2010/07/30,554,,,,$2800.00,1,1,,,,,,,,,,,1605 S 2ND ST,AUSTIN,,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10465215,10465215,30.24940493,-97.75637171,"(30.24940493, -97.75637171)"
BP,Building Permit,2014-021478 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3102 ROBINSON AVE,Total demo of garage only  Circa 1938,0214090517,Lot 1 Block   Subdivision YOUNGQUIST SUBDIVISION,2014/02/24,2014/07/28,MONDAY,2014,2014,No,Permit Center,Active,2016/07/28,,330,,,,$500.00,1,1,,,,,,,,,,,3102 ROBINSON AVE,AUSTIN,TX,78722,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11099558,11099558,30.28830523,-97.72238308,"(30.28830523, -97.72238308)"
BP,Building Permit,2012-000145 BP,R- 645 Demolition One Family Homes,Demolition,No,1905 W 30TH ST,Demolish a circa 1951 1 story 1044 square foot single family residence See 2012114978,0118020310,Lot 3 Block   Subdivision BRYKERWOODS ANNEX NO 2,2011/12/08,2012/03/22,THURSDAY,2012,2012,No,Permit Center,VOID,2012/09/18,,1044,,,,$5000.00,1,1,,,,,,,,,,,1905 W 30TH ST,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10699365,10699365,30.30378773,-97.75762963,"(30.30378773, -97.75762963)"
BP,Building Permit,2011-067398 BP,R- 645 Demolition One Family Homes,Demolition,No,2004 CANTERBURY ST,Demolish a circa 1927 1 story 834 square foot single family residence  Applicant proposing to keep attached noncomplying carport for future new construction,0202080815,Lot 11 Block   Subdivision DRIVING PARK ADDN  1910,2011/06/08,2011/08/01,MONDAY,2011,2011,No,Permit Center,Final,2011/08/19,2011/08/19,834,,,,$3000.00,1,1,,,,,,,,,,,2004 CANTERBURY ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10628500,10628500,30.25488944,-97.72364467,"(30.25488944, -97.72364467)"
