PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
BP,Building Permit,2009-100961 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1201 CULLEN AVE,Partial demo to  to remove rear south uncovered wood deck  Addition of a breezeway connecting carport and 1story residence,0231080507,,2009/09/04,2009/09/08,TUESDAY,2009,2009,No,Permit Center,Final,2009/11/03,2009/11/03,,,80,$500.00,$10500.00,1,1,,$500.00,,$0.00,,$0.00,,$0.00,,,1201 CULLEN AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10337846,10337846,30.33989231,-97.72353311,"(30.33989231, -97.72353311)"
BP,Building Permit,2015-111731 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4511 JINX AVE,Partial demo back wall addition of 16sqft Returning to original footprint Relocating door and window,0410090910,LOT 6 BLK F FOREST OAKS,2015/08/28,2015/09/17,THURSDAY,2015,2015,No,Permit Center,Final,2015/10/21,2015/10/21,,,16,$0.00,$15000.00,1,1,,$0.00,,$0.00,,$0.00,,$0.00,,,4511 JINX AVE,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11416280,11416280,30.22144461,-97.78010043,"(30.22144461, -97.78010043)"
BP,Building Permit,2010-083417 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4609 EDGEMONT DR,Partial demolition of exterior walls and roof to accomodate new 2nd above first to add upstairs 2 bedroom 1 bathroom utility room game room study and attic unconditioned attic storage remodel of existing 1st floor to remove 1 bedroom and convert 1 bathroom to half bath and utility room to master bathroom upgrade mechanical electrical and plumbing fixtures as needed new wallboard insulation and sheetrock as needed,0128040124,,2010/09/02,2010/09/27,MONDAY,2010,2010,No,Permit Center,Final,2011/05/17,2011/05/17,,,1584,$70050.00,$117000.00,2,1,,$35000.00,,$11700.00,,$5850.00,,$17500.00,,,4609 EDGEMONT DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10495826,10495826,30.32759405,-97.76390572,"(30.32759405, -97.76390572)"
BP,Building Permit,2013-002238 BP,R- 434 Addition & Alterations,Addition and Remodel,No,6401 HERON DR,partial demo and kitchen and master bath extension master bath modificaiton kitchendining room expanded by 6'x19' master bedroom will be expanded by 8'x20' there will be additional light fixture one each in both spaces new shower extended into the garage will be 3'x4' bath tub will be relocated minor plumbing in master bath new double french door will be added to 2nd floor of living area leading to a patio replace 9 windows on the 2nd floor all new structures will be wood fame with hardty plank sidings all new walls will be R21,0162050827,LOT 19 BLK E HIGHLANDS AT OAK FOREST THE,2012/11/01,2013/01/11,FRIDAY,2013,2013,No,Permit Center,Final,2013/10/08,2013/10/08,,,290,$5000.00,$20000.00,2,1,,$2000.00,,$1000.00,,$1000.00,,$1000.00,,,6401 HERON DR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10879797,10879797,30.4161124,-97.76342805,"(30.4161124, -97.76342805)"
BP,Building Permit,2014-029725 BP,R- 435 Renovations/Remodel,Remodel,No,13406 TIERRA DR,Partial Demo and Interior Remodel Master Bathroom  to include demolition of existing closets cabinets shower bath toilet flooring old single pane exterior window and sheet rock then installation of new sheet rock bath shower cabinets toilet flooring and exterior window  Will raise joists to increase ceiling height  Electrical outlets and lights to be relocatedadded  Plumbing to be relocated to different locations in bathroom  Old insulation to be removed and replaced with spray foam insulation  Owner will complete electrical work  Separate permit will be pulled by contractor for plumbing,0268130108,,2014/03/07,2014/03/27,THURSDAY,2014,2014,No,Permit Center,Expired,2014/12/24,,,250,,$11000.00,,1,1,,$8000.00,,$1500.00,,$0.00,,$1500.00,,,13406 TIERRA DR,AUSTIN,TX,78727,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11111616,11111616,30.43579859,-97.70659878,"(30.43579859, -97.70659878)"
BP,Building Permit,2013-035610 BP,R- 434 Addition & Alterations,Addition and Remodel,No,7112 SUNGATE DR,Partial demolision and 2nd story addition on SF3 district over exisisting garage to create master bedroom master bath renovate first floor utility area to convert existing full bath to new half bath create new laundry room and relocate water heater and electrical subpanel,0141051213,,2013/02/27,2013/04/19,FRIDAY,2013,2013,No,Permit Center,Final,2014/01/30,2014/01/30,,,534,$0.00,$0.00,2,1,,$0.00,,$0.00,,$0.00,,$0.00,,,7112 SUNGATE DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10926834,10926834,30.36023812,-97.76419687,"(30.36023812, -97.76419687)"
BP,Building Permit,2013-119847 BP,R- 434 Addition & Alterations,Addition and Remodel,No,11611 QUARTER HORSE TRL,Partial demoremodeladdition to add a second story to existing 1 story sf residence Existing residence has attached garage and covered front and back porch Second story will add 2 additional bedrooms making the house 7 bedrooms There will also be an addition of 15 bathrooms making the house 45 bathrooms The second story also has a covered balcony There is to be a master bath and kitchen interior remodel Applicant also proposes a second curb cut to create a circle drive,WCAD,,2013/10/02,2014/01/15,WEDNESDAY,2014,2014,No,Permit Center,Expired,2015/08/25,,,,1409,$50000.00,$150000.00,2,1,,$40000.00,,$5000.00,,$0.00,,$5000.00,,,11611 QUARTER HORSE TRL,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11049672,11049672,30.46004208,-97.81975202,"(30.46004208, -97.81975202)"
BP,Building Permit,2015-096641 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1510 CULLEN AVE,Partial Demo and Interior Remodel  8 new windows no change to envelope need new header as prescribed by Engineer  Remove interior walls not bearing infill interior wall to enlarge closet  Infill exterior siding to install smaller door  Existing noncomplying to remain dwelling in side setback not affected by work in this permit,0234070621,,2015/07/17,2015/08/11,TUESDAY,2015,2015,No,Permit Center,Final,2015/11/18,2015/11/18,,,0,$15000.00,$15000.00,1,1,,$15000.00,,$0.00,,$0.00,,$0.00,,,1510 CULLEN AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11399010,11399010,30.34293305,-97.72821051,"(30.34293305, -97.72821051)"
BP,Building Permit,2010-060889 BP,R- 434 Addition & Alterations,Addition and Remodel,No,8407 LONE MESA,partial demo of 13' long section of southern wall in back yard to accomodate expansion of office onto existing southern deck  work to also include new roof over existing deck as well as over addition and railings along existing deck  remodel of 1st floor master bath to include reroute of duct work as well as new elect plumb and moving of walls  addition of pocket door at entry to laundry,0147030419,,2010/07/15,2010/07/15,THURSDAY,2010,2010,No,Permit Center,Final,2010/10/26,2010/10/26,,,58,$6100.00,$6100.00,2,1,,$3000.00,,$800.00,,$300.00,,$2000.00,,,8407 LONE MESA,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10465986,10465986,30.38075859,-97.75762295,"(30.38075859, -97.75762295)"
BP,Building Permit,2014-068029 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4000 CURRYWOOD CIR,Partial Demolition  Relpace entry canopy  Demo brick chimney and extend south elevation to add playroom and expand office on 1st floor  New office and master closet on 2nd floor,0150010324,,2014/06/11,2014/07/21,MONDAY,2014,2014,No,Permit Center,Final,2015/12/17,2015/12/17,,,644,$100000.00,$100000.00,2,1,,$100000.00,,$0.00,,$0.00,,$0.00,,,4000 CURRYWOOD CIR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11173320,11173320,30.38399535,-97.74775938,"(30.38399535, -97.74775938)"
BP,Building Permit,2013-084737 BP,R- 102 Secondary Apartment,New,No,605 E 49TH ST,Partial demo of a section of the eastwest 2nd floor wallroof to intall dormer REPERMIT expired 01007087 BP garage  Garage will be converted to a garage apartment 450 sq ft addition to garage studio apartment 150 sq ft to the upper floor and 300 sq ft to the groud floor level,0220100547,,2013/08/02,2013/08/30,FRIDAY,2013,2013,No,Permit Center,Final,2015/02/13,2015/02/13,,,850,,$150000.00,2,1,,,,,,,,,,,605 E 49TH ST,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10999737,10999737,30.31111943,-97.71955,"(30.31111943, -97.71955)"
BP,Building Permit,2010-022523 BP,R- 435 Renovations/Remodel,Remodel,No,9900 BRIGHTLING LN,Partial demo of enclsoed 2nd story sunroon to accomodate new sunroom on same footprint,0164190502,,2010/03/17,2010/03/17,WEDNESDAY,2010,2010,No,Permit Center,Final,2010/06/22,2010/06/22,,200,,$21000.00,,1,1,,$20000.00,,$1000.00,,$0.00,,$0.00,,,9900 BRIGHTLING LN,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10413133,10413133,30.42451404,-97.81052612,"(30.42451404, -97.81052612)"
BP,Building Permit,2008-072461 BP,R- 434 Addition & Alterations,Addition and Remodel,No,3919 NORTH HILLS DR,Complete remodel of interior of existing sf res  bedrooms bathrooms kitchen  electrical plumbing HVAC and building trades Partial demolition of exterior wall to accommodate addition to include new laundry room mudroom garage and storage,0138040209,,2008/09/09,2008/09/12,FRIDAY,2008,2008,No,Permit Center,Final,2009/06/01,2009/06/01,,,894,$70000.00,$170000.00,1,1,,$46000.00,,$7000.00,,$10000.00,,$7000.00,,,3919 NORTH HILLS DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10192379,10192379,30.35618221,-97.7642383,"(30.35618221, -97.7642383)"
BP,Building Permit,2013-022314 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4906 CANYON CREST CT,INCLUDE EXPIRED BP 89013235 AS DEMO DECK Partial demo of the south west exterior walls roof or portion of wall and replace all windows Extend living and dining room towards rear Add second story studyhall bathrm bedrm closet bedrm closet Reconfigure master bedrm masterbath and kitchen,0404230105,LOT 43 BLK D TRAVIS COUNTRY,2012/12/07,2013/03/07,THURSDAY,2013,2013,No,Permit Center,Final,2013/11/05,2013/11/05,,,1113,$77000.00,$127000.00,2,1,,$40000.00,,$15000.00,,$12000.00,,$10000.00,,,4906 CANYON CREST CT,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10909207,10909207,30.24161777,-97.82771797,"(30.24161777, -97.82771797)"
BP,Building Permit,2013-122043 BP,R- 435 Renovations/Remodel,Remodel,No,4003 CORDOVA DR,Partial demolition to replace doorswindows interior remod of single family res Repermit expired permit 05011320EP,0256050209,,2013/11/13,2013/11/22,FRIDAY,2013,2014,No,Permit Center,Final,2014/04/08,2014/04/08,,1800,,$25000.00,,1,1,,$15000.00,,$5000.00,,$0.00,,$5000.00,,,4003 CORDOVA DR,AUSTIN,TX,78759,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11053575,11053575,30.40436611,-97.73287107,"(30.40436611, -97.73287107)"
BP,Building Permit,2015-005736 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1717 JUSTIN LN,partial demotwo story addition to one story home Remodel existing home with new siding roofing trim Add new deck on rear of addition,0234061202,,2014/06/25,2015/05/19,TUESDAY,2015,2015,No,Permit Center,Final,2015/12/22,2015/12/22,,,1410,$50000.00,$100000.00,1,1,,$26000.00,,$8000.00,,$8000.00,,$8000.00,,,1717 JUSTIN LN,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11278771,11278771,30.34234139,-97.73090278,"(30.34234139, -97.73090278)"
BP,Building Permit,2015-032946 BP,R- 434 Addition & Alterations,Addition and Remodel,No,7219 WEST RIM DR,partial demoremove existing HVAC install new in attic Remove existing water heater install 2 new in attic New full bath in existing spce Enclose patio to make living area Create closet in bedroom Move interior walls to make mud room New wood flooring in bedroom new closet and study New builtin cabinets in new bath new mud room and living room Move interior subpanel to new location Install 120 VAC somke and CO detectors Paint interior and exterior Repermitting 11065070 EP,0142070408,,2015/02/20,2015/03/25,WEDNESDAY,2015,2015,No,Permit Center,Final,2015/10/29,2015/10/29,,,109,$108120.00,$135420.00,1,1,,$85563.00,,$5524.00,,$12133.00,,$4900.00,,,7219 WEST RIM DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11316866,11316866,30.36429194,-97.76941094,"(30.36429194, -97.76941094)"
BP,Building Permit,2013-111760 BP,R- 434 Addition & Alterations,Addition,No,7710 LAZY LN,Partial demo of rear door area for addition adding master bedroom bathroom closet,0236090909,,2013/10/16,2013/11/18,MONDAY,2013,2014,No,Permit Center,Final,2014/04/22,2014/04/22,,,578,,$80000.00,1,1,,,,,,,,,,,7710 LAZY LN,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11038735,11038735,30.34989926,-97.72129304,"(30.34989926, -97.72129304)"
BP,Building Permit,2014-109394 BP,R- 434 Addition & Alterations,Addition,No,8221 CRABTREE DR,Partial demo of exterior deck New uncovered concrete patio,0152151511,,2014/09/03,2014/10/13,MONDAY,2014,2015,No,Permit Center,Final,2015/05/06,2015/05/06,,,480,,$22000.00,1,1,,,,,,,,,,,8221 CRABTREE DR,AUSTIN,TX,78750,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11232159,11232159,30.39341283,-97.80113998,"(30.39341283, -97.80113998)"
BP,Building Permit,2014-042307 BP,R- 434 Addition & Alterations,Addition,No,5815 SANDALWOOD HOLW,Partial demo ov existing ground floor walls for the addition of windows below the second floor bedroom addition  Second story addition to include a bedroom with full bathroom and walkin closet over an existing living room w no change to the buidling footprint  Existing stair to be straightened existing windows to be replaced  Roof to be reconfigured above 2nd floor area of construction,0136100439,,2014/04/14,2014/07/02,WEDNESDAY,2014,2014,No,Permit Center,Final,2014/11/10,2014/11/10,,,310,,$65000.00,2,1,,,,,,,,,,,5815 SANDALWOOD HOLW,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11129356,11129356,30.34489737,-97.77854526,"(30.34489737, -97.77854526)"
BP,Building Permit,2011-094009 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5705 AVENUE G,Repermit for expired 201008146400000BP  Partial demo permit rear corner  Permitting work already completed  addition of living room in former garage space building and electricity addition of attached carport in front of residence and addition of addtional covered wood deck between existing wood deck and carport  New work to include completion of addition to master bathroom and office closet and hallway exterior siding and remove and replace existing covered rear patio to original footprint,0226100618,LOT 164 SKYVIEW SEC 3,2011/10/06,2011/10/18,TUESDAY,2011,2012,No,Permit Center,Final,2012/01/12,2012/01/12,,,499,$3600.00,$31000.00,1,1,,$1500.00,,$100.00,,$1000.00,,$1000.00,,,5705 AVENUE G,AUSTIN,TX,78752,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10665929,10665929,30.32191196,-97.71726352,"(30.32191196, -97.71726352)"
BP,Building Permit,2013-002598 BP,R- 434 Addition & Alterations,Addition and Remodel,No,702 JEWELL ST,partial demo of front wall and rebuilt to match exisitng rear height of building  and modifiy roof pitch with new roof bathroom  bedroom addition and remodel to relocate existing kitchen and bath foundation  roof repair and siding repair plumbing upgrade electrical new ac unit to be installed Relocate gas meter,0101010912,W 48 FT AV OF LOT 14 BLK A SOUTH HEIGHTS,2012/10/26,2013/01/10,THURSDAY,2013,2013,No,Permit Center,Final,2013/08/13,2013/08/13,,,331,$17000.00,$60000.00,1,1,,$2000.00,,$5000.00,,$5000.00,,$5000.00,,,702 JEWELL ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10880207,10880207,30.25081248,-97.75620426,"(30.25081248, -97.75620426)"
BP,Building Permit,2009-083474 BP,R- 434 Addition & Alterations,Addition,No,1712 W ST JOHNS AVE,Demolish partial demolition section of rear wall of existing dwelling to add a new master suite add pantry to the existing kitchen and add a mud room,0234060505,,2009/07/28,2009/08/04,TUESDAY,2009,2009,No,Permit Center,Final,2010/01/06,2010/01/06,,,1194,,$97000.00,1,1,,,,,,,,,,,1712 W ST JOHNS AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10318241,10318241,30.3442944,-97.72928995,"(30.3442944, -97.72928995)"
BP,Building Permit,2016-003675 BP,R- 434 Addition & Alterations,Addition and Remodel,No,3502 RIVER RD,Partial demo Addition of an attached uncovered wood deck in rear of existing 2 story SF res,0120070205,LOT 5 LESS NE TRI TARRYTOWN RIVER OAKS,2016/01/06,2016/01/14,THURSDAY,2016,2016,No,Permit Center,Final,2016/04/01,2016/04/01,,,654,$0.00,$7000.00,1,0,,$0.00,,$0.00,,$0.00,,$0.00,,,3502 RIVER RD,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11470644,11470644,30.30699508,-97.77302843,"(30.30699508, -97.77302843)"
BP,Building Permit,2015-095913 BP,R- 434 Addition & Alterations,Addition and Remodel,No,311 LELAND ST,Interior remodel  Partial Demolition  Removing sinks from two cottages to change property from legal nonconforming four dwelling property to 2 family residential use per LCD 252774  Northest unit  Interior remodel  repairrestoration new foundation and underpinning and new roof,0303000205,,2015/07/15,2015/08/19,WEDNESDAY,2015,2015,No,Permit Center,Final,2016/02/12,2016/02/12,,,-35,$82300.00,$82300.00,1,1,,$52700.00,,$7000.00,,$10000.00,,$12600.00,,,311 LELAND ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11398216,11398216,30.24234795,-97.74983506,"(30.24234795, -97.74983506)"
BP,Building Permit,2011-064810 BP,R- 434 Addition & Alterations,Addition,No,1704 ROMERIA DR,Partial demolition of rear wall to accomodate new media room utility room with water heater and storage closet,0231051014,,2011/07/08,2011/07/22,FRIDAY,2011,2011,No,Permit Center,Final,2011/10/14,2011/10/14,,,320,,$42000.00,1,1,,,,,,,,,,,1704 ROMERIA DR,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10625480,10625480,30.33501537,-97.73379552,"(30.33501537, -97.73379552)"
BP,Building Permit,2015-082756 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5212 VALLEY OAK DR,Partial demo for additionremodel to sf res Addition of master bedbath laundry and interior remodel new carport new covered porch,0130020407,,2015/05/13,2015/07/10,FRIDAY,2015,2015,No,Permit Center,Final,2016/01/19,2016/01/19,,,1517,$10000.00,$120000.00,1,1,,$10000.00,,$0.00,,$0.00,,$0.00,,,5212 VALLEY OAK DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11382883,11382883,30.33347989,-97.75788007,"(30.33347989, -97.75788007)"
BP,Building Permit,2011-046894 BP,R- 434 Addition & Alterations,Addition,No,1100 REAGAN TER UNIT B,Partial demo of existing sf residence on the north and center sides of property to create two stand alone structures The Demo on the north portion includes the existing attached garage and most of the driveway and concrete on the north side of lot Then rebuilding a new attached 2 car garage with a new second story above to be a new master suite and master bath  Repouring a new driveway but the approach and curb cut are already existing and will stay Then the partial demo for the center of the existing sf residence is to create a new stand alone structure Exterior walls at the center will be repaired due to the partial demo work  This permit also includes a complete and total interior remodel to include everything This application is creating a new unit B  Electrical mechanical and plumbing as needed,0302031801,,2011/05/24,2011/06/09,THURSDAY,2011,2011,No,Permit Center,Final,2011/10/20,2011/10/20,,,1007,,$89770.00,2,1,,,,,,,,,,,1100 REAGAN TER UNIT B,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10597999,10597999,30.2445118,-97.74027392,"(30.2445118, -97.74027392)"
BP,Building Permit,2015-138171 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5812 WESTSLOPE DR,Partial demolition of existing residence for new addition Addition of new garage with storage area and new game room Interior remodel to reconfigure layout to accommodate new addition Trades permit as required for work above,0133091105,,2015/08/12,2015/11/18,WEDNESDAY,2015,2016,No,Permit Center,Active,2016/08/09,,,,2646,$0.00,$711050.00,2,1,,$0.00,,$0.00,,$0.00,,$0.00,,,5812 WESTSLOPE DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11447023,11447023,30.34336773,-97.78266681,"(30.34336773, -97.78266681)"
BP,Building Permit,2010-108113 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1704 DARTMOUTH AVE,Partial demolition to existing SF Res to demolish north exterior walls roof and rear addition Addition and remodel to existing one story SF Res to add one story addition to rear of SF Res to add master suite family room utility room and storage room  cov'd porch and remodel to existing SF Res to move kitchen enclose interior opening for master bedroom and upgrade HVAC and move vents and upgrade electrical,0236091426,,2010/12/07,2010/12/20,MONDAY,2010,2011,No,Permit Center,Final,2011/08/23,2011/08/23,,,1089,$11000.00,$151000.00,1,1,,$5000.00,,$3000.00,,$3000.00,,$0.00,,,1704 DARTMOUTH AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10527829,10527829,30.34957146,-97.72518665,"(30.34957146, -97.72518665)"
BP,Building Permit,2008-010468 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5607 SHOALWOOD AVE,Partial demo of roof to create new 2nd story addn  Remodel to upgrade electrical plumbing  mechanical Addn of 96 sqft to 1st floor and 1204 sq of new 2nd floor to exist 1 story SF residence,0230020322,,2008/01/28,2008/03/17,MONDAY,2008,2008,No,Permit Center,Final,2008/09/18,2008/09/18,,,1150,$16000.00,$96000.00,2,1,,$5000.00,,$5000.00,,$3000.00,,$3000.00,,,5607 SHOALWOOD AVE,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10115543,10115543,30.33197662,-97.74264735,"(30.33197662, -97.74264735)"
BP,Building Permit,2012-123205 BP,R- 435 Renovations/Remodel,Remodel,No,6803 TOWNSHIP TRL,interior remodel of kitchenliving room modify ceiling condition sealed structural drawings partial demo fire place,0162050906,,2012/10/09,2012/12/12,WEDNESDAY,2012,2013,No,Permit Center,Final,2013/02/27,2013/02/27,,0,,$53000.00,,1,1,,$40000.00,,$8000.00,,$4000.00,,$1000.00,,,6803 TOWNSHIP TRL,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10869711,10869711,30.41899239,-97.76688333,"(30.41899239, -97.76688333)"
BP,Building Permit,2014-013651 BP,R- 434 Addition & Alterations,Addition and Remodel,No,3411 FOOTHILL TER,Partial demo See demo plan sheet Remodel to remove a wall in living room to open up space sand  stain hardwood floors install new cabinets  retile master bathroom  Addition to expand storage area for the laundry room to existing 1 story SF res,0123050302,LOT 10 BLK 7 COLORADO FOOTHILLS SEC 3,2014/01/06,2014/02/18,TUESDAY,2014,2014,No,Permit Center,Final,2014/10/13,2014/10/13,,,140,$14160.00,$55460.00,1,1,,$6650.00,,$3500.00,,$3000.00,,$1010.00,,,3411 FOOTHILL TER,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11087895,11087895,30.31633162,-97.76995933,"(30.31633162, -97.76995933)"
BP,Building Permit,2010-093864 BP,R- 434 Addition & Alterations,Addition,No,8013 FOREST MESA DR,Partial demo to remove 9 ft of NE corner exterior wall Addition to rear NE corner of existing 2 story res to add a breakfast room on the 1st FL,0243010609,,2010/10/25,2010/10/29,FRIDAY,2010,2011,No,Permit Center,Final,2010/12/27,2010/12/27,,,113,,$9500.00,2,1,,,,,,,,,,,8013 FOREST MESA DR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10509097,10509097,30.3675308,-97.7490762,"(30.3675308, -97.7490762)"
BP,Building Permit,2011-102202 BP,R- 434 Addition & Alterations,Addition,No,102 E GARRETT RUN,Partial demolition of rear north east wall for new addition Addition of dining room covered patio and garage conversion  into sudy Elec and mech work as required,0242190710,,2011/10/18,2011/11/15,TUESDAY,2011,2012,No,Permit Center,Final,2012/04/23,2012/04/23,,,854,,$12000.00,1,1,,,,,,,,,,,102 E GARRETT RUN,AUSTIN,TX,78753,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10678687,10678687,30.36706121,-97.68866301,"(30.36706121, -97.68866301)"
BP,Building Permit,2008-010119 BP,R- 434 Addition & Alterations,Addition and Remodel,No,11407 SPICEWOOD PKWY,partial demolition of the north gabled wall for addition to sf res  to include new utility room bath study bedroomden and new uncovered wood porch remodel of existing kitchen and 1st floor bathroom,0170150308,LOT 2 BLK B SPICEWOOD AT BALCONES VILLAGESEC 1,2008/01/28,2008/02/13,WEDNESDAY,2008,2008,No,Permit Center,Expired,2009/04/19,,,,1179,$38000.00,$113000.00,1,1,,$20000.00,,$7000.00,,$5000.00,,$6000.00,,,11407 SPICEWOOD PKWY,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10115090,10115090,30.4403695,-97.79893171,"(30.4403695, -97.79893171)"
